Rank,Institution,All R&D expenditures,Computer and information sciences,"Geosciences, atmospheric sciences, and ocean sciences",Life sciences,Mathematics and statistics,Physical sciences,Psychology,Social sciences,Sciences nec,Engineering,All non-S&E fields,year,FundsSource,
264,Bowie State U.,730000,730000,0,0,0,0,0,0,0,0,0,2016,DOD,
265,U. West Florida,729000,0,0,29000,0,0,0,12000,0,0,688000,2016,DOD,
266,Western Michigan U. and Homer Stryker M.D. School of Medicine,718000,0,0,383000,24000,0,8000,0,0,303000,0,2016,DOD,
267,"U. North Carolina, Greensboro",693000,53000,0,609000,20000,7000,0,4000,0,0,0,2016,DOD,
268,"Indiana U.-Purdue U., Indianapolis",676000,35000,0,601000,0,8000,0,0,0,32000,0,2016,DOD,
269,"Texas Tech U., Health Sciences Center",667000,0,0,667000,0,0,0,0,0,0,0,2016,DOD,
270,Central State U.,663000,141000,16000,141000,0,0,0,0,0,365000,0,2016,DOD,
271,Texas A&M U.-Corpus Christi,638000,0,184000,338000,0,41000,0,0,0,75000,0,2016,DOD,
272,Youngstown State U.,623000,0,0,0,0,0,0,0,0,623000,0,2016,DOD,
273,Bowling Green State U.,617000,0,0,44000,0,573000,0,0,0,0,0,2016,DOD,
274,Alfred U.,610000,0,0,0,0,0,0,0,0,610000,0,2016,DOD,
275,"U. Arkansas, Little Rock",607000,93000,0,452000,0,62000,0,0,0,0,0,2016,DOD,
276,U. Wyoming,602000,0,0,237000,59000,2000,0,58000,0,246000,0,2016,DOD,
277,Boise State U.,588000,0,0,210000,0,0,0,0,0,378000,0,2016,DOD,
278,U. Maine,586000,0,99000,0,0,0,0,0,75000,412000,0,2016,DOD,
279,"California State U., Los Angeles",584000,0,0,26000,0,435000,0,0,0,123000,0,2016,DOD,
280,Louisiana Tech U.,567000,388000,0,0,0,15000,0,0,0,60000,104000,2016,DOD,
281,Marshall U.,566000,0,0,261000,29000,276000,0,0,0,0,0,2016,DOD,
282,North Carolina Central U.,564000,0,123000,71000,0,338000,0,32000,0,0,0,2016,DOD,
283,U. Guam,553000,0,140000,413000,0,0,0,0,0,0,0,2016,DOD,
284,"Louisiana State U., Health Sciences Center – New Orleans",522000,0,0,522000,0,0,0,0,0,0,0,2016,DOD,
285,"U. Michigan, Dearborn",515000,0,0,0,0,0,0,0,0,515000,0,2016,DOD,
286,"U. Louisiana, Lafayette",509000,61000,0,61000,0,0,0,0,0,0,387000,2016,DOD,
287,Marquette U.,481000,0,0,0,54000,0,0,0,0,427000,0,2016,DOD,
288,Savannah State U.,466000,0,0,0,0,0,0,0,0,466000,0,2016,DOD,
289,Baylor U.,463000,0,0,129000,35000,0,0,0,0,299000,0,2016,DOD,
290,"U. Hawaii, Hilo",445000,0,0,200000,0,0,139000,0,106000,0,0,2016,DOD,
291,Central Michigan U.,444000,0,0,30000,0,188000,0,0,0,0,226000,2016,DOD,
292,Kent State U.,436000,0,0,15000,0,215000,0,60000,0,146000,0,2016,DOD,
292,Xavier U. Louisiana,436000,107000,0,15000,0,251000,0,0,0,63000,0,2016,DOD,
294,Albany Medical C.,427000,0,0,427000,0,0,0,0,0,0,0,2016,DOD,
295,"California State U., Fullerton",418000,0,0,414000,0,0,0,0,0,0,4000,2016,DOD,
296,Van Andel Institute,414000,0,0,414000,0,0,0,0,0,0,0,2016,DOD,
297,American U.,410000,0,0,0,393000,0,0,17000,0,0,0,2016,DOD,
298,"U. Tennessee, Knoxville, Institute of Agriculture",398000,0,0,186000,0,0,0,0,10000,202000,0,2016,DOD,
299,Alcorn State U.,391000,0,0,206000,0,0,0,0,0,185000,0,2016,DOD,
300,"U. Minnesota, Duluth",367000,0,0,200000,88000,0,0,0,0,79000,0,2016,DOD,
301,West Virginia State U.,362000,0,0,362000,0,0,0,0,0,0,0,2016,DOD,
302,Ball State U.,356000,55000,0,297000,0,4000,0,0,0,0,0,2016,DOD,
302,"Rutgers, State U. New Jersey, Camden",356000,0,0,277000,0,79000,0,0,0,0,0,2016,DOD,
304,Coastal Carolina U.,352000,0,352000,0,0,0,0,0,0,0,0,2016,DOD,
305,Rosalind Franklin U. of Medicine and Science,348000,0,0,348000,0,0,0,0,0,0,0,2016,DOD,
306,"U. Washington, Bothell",344000,0,0,0,0,0,0,0,0,0,344000,2016,DOD,
307,San Jose State U.,341000,0,341000,0,0,0,0,0,0,0,0,2016,DOD,
308,Saint Louis U.,335000,0,27000,273000,0,0,0,0,0,35000,0,2016,DOD,
309,Dillard U.,333000,0,0,0,0,333000,0,0,0,0,0,2016,DOD,
309,Willamette U.,333000,0,0,0,0,0,0,0,0,0,333000,2016,DOD,
311,Commonwealth Medical C.,325000,0,0,325000,0,0,0,0,0,0,0,2016,DOD,
312,Wesleyan U.,323000,0,0,0,76000,247000,0,0,0,0,0,2016,DOD,
313,Towson U.,314000,314000,0,0,0,0,0,0,0,0,0,2016,DOD,
314,U. Wisconsin-Green Bay,313000,24000,2000,11000,6000,22000,0,15000,0,225000,8000,2016,DOD,
315,"Southern U. and A&M C., Baton Rouge",304000,0,25000,0,0,77000,0,0,0,202000,0,2016,DOD,
316,Middle Tennessee State U.,301000,95000,0,0,158000,48000,0,0,0,0,0,2016,DOD,
317,South Carolina State U.,293000,0,0,134000,12000,69000,10000,10000,0,51000,7000,2016,DOD,
318,East Carolina U.,280000,0,0,123000,1000,141000,0,0,0,15000,0,2016,DOD,
318,U. of the District of Columbia,280000,0,0,203000,0,0,0,0,0,77000,0,2016,DOD,
320,"CUNY, Hunter C.",276000,0,0,37000,0,239000,0,0,0,0,0,2016,DOD,
321,U. North Dakota,273000,20000,88000,41000,0,0,0,0,0,124000,0,2016,DOD,
322,Grambling State U.,272000,0,0,0,0,272000,0,0,0,0,0,2016,DOD,
323,Hult International Business School,267000,0,0,0,0,0,0,0,0,0,267000,2016,DOD,
324,Montclair State U.,260000,0,0,0,14000,246000,0,0,0,0,0,2016,DOD,
325,U. Wisconsin-Milwaukee,247000,0,30000,0,4000,0,0,0,0,213000,0,2016,DOD,
326,Clark Atlanta U.,246000,44000,0,32000,0,170000,0,0,0,0,0,2016,DOD,
327,"Columbia U., Teachers C.",241000,0,0,241000,0,0,0,0,0,0,0,2016,DOD,
328,"Arkansas State U., Jonesboro",236000,0,0,236000,0,0,0,0,0,0,0,2016,DOD,
328,San Francisco State U.,236000,0,0,73000,0,61000,0,0,0,102000,0,2016,DOD,
330,Sam Houston State U.,234000,0,0,8000,3000,223000,0,0,0,0,0,2016,DOD,
331,"California State U., East Bay",232000,0,0,232000,0,0,0,0,0,0,0,2016,DOD,
332,Azusa Pacific U.,228000,0,0,127000,0,0,101000,0,0,0,0,2016,DOD,
333,Alabama State U.,217000,0,0,217000,0,0,0,0,0,0,0,2016,DOD,
334,"California State Polytechnic U., Pomona",210000,0,0,210000,0,0,0,0,0,0,0,2016,DOD,
335,"U. Maryland, Center for Environmental Science",208000,0,178000,30000,0,0,0,0,0,0,0,2016,DOD,
336,South Dakota State U.,201000,0,0,39000,0,153000,0,0,0,9000,0,2016,DOD,
337,Langston U.,198000,0,0,0,0,0,0,0,0,198000,0,2016,DOD,
338,Illinois State U.,197000,0,0,0,43000,94000,0,0,0,0,60000,2016,DOD,
339,Miami U.,189000,0,6000,13000,68000,0,0,0,0,102000,0,2016,DOD,
340,"California State U., Bakersfield",184000,0,0,0,0,0,0,0,0,184000,0,2016,DOD,
341,"California State U., San Bernardino",182000,178000,0,0,0,0,0,4000,0,0,0,2016,DOD,
342,Eastern Virginia Medical School,181000,0,0,181000,0,0,0,0,0,0,0,2016,DOD,
343,Jacksonville State U.,176000,176000,0,0,0,0,0,0,0,0,0,2016,DOD,
344,"U. North Carolina, general administration",174000,0,0,74000,0,0,16000,0,0,84000,0,2016,DOD,
345,Benedict C.,172000,0,0,0,0,158000,0,0,0,14000,0,2016,DOD,
346,Dakota State U.,169000,169000,0,0,0,0,0,0,0,0,0,2016,DOD,
347,Eastern Washington U.,163000,0,0,163000,0,0,0,0,0,0,0,2016,DOD,
347,West Chester U. Pennsylvania,163000,0,0,145000,3000,15000,0,0,0,0,0,2016,DOD,
349,"California State U., Long Beach",159000,0,0,0,0,27000,132000,0,0,0,0,2016,DOD,
349,Claflin U.,159000,0,0,159000,0,0,0,0,0,0,0,2016,DOD,
351,Embry-Riddle Aeronautical U.,157000,54000,0,0,0,0,0,0,0,103000,0,2016,DOD,
352,"Louisiana State U., Health Sciences Center - Shreveport",156000,0,0,156000,0,0,0,0,0,0,0,2016,DOD,
352,U. Richmond,156000,0,0,71000,85000,0,0,0,0,0,0,2016,DOD,
354,Connecticut C.,152000,0,0,0,0,152000,0,0,0,0,0,2016,DOD,
355,Western Washington U.,151000,5000,0,0,0,0,0,0,0,146000,0,2016,DOD,
356,Oakwood U.,149000,0,0,0,149000,0,0,0,0,0,0,2016,DOD,
357,"U. Tennessee, Chattanooga",148000,0,0,12000,0,21000,0,0,0,115000,0,2016,DOD,
358,Santa Clara U.,146000,0,0,0,0,0,0,117000,0,29000,0,2016,DOD,
359,Texas Southern U.,144000,21000,0,0,0,123000,0,0,0,0,0,2016,DOD,
360,Morehouse School of Medicine,143000,0,0,143000,0,0,0,0,0,0,0,2016,DOD,
361,"Southern Illinois U., Edwardsville",142000,0,0,0,0,142000,0,0,0,0,0,2016,DOD,
362,New Mexico Highlands U.,141000,0,0,0,0,141000,0,0,0,0,0,2016,DOD,
363,Smith C.,138000,7000,0,131000,0,0,0,0,0,0,0,2016,DOD,
364,"California State U., San Marcos",135000,135000,0,0,0,0,0,0,0,0,0,2016,DOD,
365,U. Denver,132000,0,0,0,10000,50000,19000,53000,0,0,0,2016,DOD,
366,U. San Diego,128000,0,0,3000,39000,86000,0,0,0,0,0,2016,DOD,
367,Fordham U.,126000,126000,0,0,0,0,0,0,0,0,0,2016,DOD,
368,U. Hartford,122000,0,0,0,0,0,0,0,0,122000,0,2016,DOD,
369,"U. Arkansas, Pine Bluff",121000,0,0,114000,0,7000,0,0,0,0,0,2016,DOD,
370,Saginaw Valley State U.,120000,0,0,0,0,0,0,0,0,120000,0,2016,DOD,
370,Western Kentucky U.,120000,0,11000,12000,0,0,4000,0,0,0,93000,2016,DOD,
372,Kennesaw State U.,116000,0,0,0,0,116000,0,0,0,0,0,2016,DOD,
373,Elizabeth City State U.,100000,0,0,0,100000,0,0,0,0,0,0,2016,DOD,
374,Tuskegee U.,96000,0,0,8000,0,0,0,0,0,88000,0,2016,DOD,
375,Rush U.,93000,0,0,93000,0,0,0,0,0,0,0,2016,DOD,
376,Biola U.,88000,11000,0,13000,3000,9000,1000,1000,0,50000,0,2016,DOD,
376,Rowan U.,88000,0,0,0,0,7000,0,31000,0,50000,0,2016,DOD,
378,Colgate U.,87000,87000,0,0,0,0,0,0,0,0,0,2016,DOD,
378,"U. Puerto Rico, Medical Sciences Campus",87000,0,0,87000,0,0,0,0,0,0,0,2016,DOD,
380,U. Wisconsin-Stevens Point,85000,13000,2000,27000,2000,13000,2000,1000,0,25000,0,2016,DOD,
381,Texas Christian U.,83000,0,0,7000,0,76000,0,0,0,0,0,2016,DOD,
381,"U. Oklahoma, Tulsa",83000,0,0,0,0,0,0,83000,0,0,0,2016,DOD,
383,Eastern Michigan U.,82000,0,0,0,0,17000,0,65000,0,0,0,2016,DOD,
384,Johnson C. Smith U.,81000,0,0,81000,0,0,0,0,0,0,0,2016,DOD,
385,Meharry Medical C.,78000,0,0,78000,0,0,0,0,0,0,0,2016,DOD,
386,East Tennessee State U.,76000,0,0,13000,63000,0,0,0,0,0,0,2016,DOD,
387,Northern Illinois U.,74000,0,0,0,0,0,74000,0,0,0,0,2016,DOD,
387,Reed C.,74000,0,0,0,74000,0,0,0,0,0,0,2016,DOD,
389,Georgia Southern U.,70000,0,0,7000,2000,46000,0,0,0,15000,0,2016,DOD,
389,Hawaii Pacific U.,70000,0,20000,0,0,50000,0,0,0,0,0,2016,DOD,
391,"Pennsylvania State U., Behrend",69000,0,0,0,0,0,0,34000,0,0,35000,2016,DOD,
392,Sonoma State U.,64000,0,0,64000,0,0,0,0,0,0,0,2016,DOD,
393,"California State U., Monterey Bay",62000,0,62000,0,0,0,0,0,0,0,0,2016,DOD,
394,"SUNY, C. of Environmental Science and Forestry",59000,0,0,59000,0,0,0,0,0,0,0,2016,DOD,
395,Texas A&M U.-Kingsville,58000,0,0,0,0,58000,0,0,0,0,0,2016,DOD,
396,Clark U.,57000,0,12000,0,0,0,45000,0,0,0,0,2016,DOD,
397,"CUNY, Lehman C.",56000,0,0,0,0,56000,0,0,0,0,0,2016,DOD,
397,Pace U.,56000,56000,0,0,0,0,0,0,0,0,0,2016,DOD,
399,Franklin W. Olin C. of Engineering,55000,23000,0,0,0,0,0,0,0,32000,0,2016,DOD,
400,Indiana State U.,51000,0,0,51000,0,0,0,0,0,0,0,2016,DOD,
400,"U. Alaska, Southeast",51000,0,0,0,0,0,0,0,51000,0,0,2016,DOD,
402,Albany State U.,50000,0,0,50000,0,0,0,0,0,0,0,2016,DOD,
402,James Madison U.,50000,0,0,0,0,50000,0,0,0,0,0,2016,DOD,
404,Eastern Kentucky U.,49000,0,0,49000,0,0,0,0,0,0,0,2016,DOD,
404,"U. North Texas, Health Science Center",49000,0,0,49000,0,0,0,0,0,0,0,2016,DOD,
406,"California State U., Sacramento",47000,0,0,0,0,0,0,47000,0,0,0,2016,DOD,
407,Saint Michael's C.,46000,0,0,0,0,46000,0,0,0,0,0,2016,DOD,
408,"Toyota Technological Institute, Chicago",44000,44000,0,0,0,0,0,0,0,0,0,2016,DOD,
409,Bucknell U.,43000,0,0,0,0,0,0,0,0,43000,0,2016,DOD,
409,U. Houston-Downtown,43000,0,0,0,0,0,0,0,0,43000,0,2016,DOD,
411,Lawrence Technological U.,42000,0,0,0,0,0,0,0,0,42000,0,2016,DOD,
412,"CUNY, Baruch C.",40000,0,40000,0,0,0,0,0,0,0,0,2016,DOD,
413,Duquesne U.,39000,0,0,16000,0,15000,0,0,0,8000,0,2016,DOD,
413,Edward Via C. of Osteopathic Medicine,39000,0,0,39000,0,0,0,0,0,0,0,2016,DOD,
413,Grand Valley State U.,39000,0,4000,0,35000,0,0,0,0,0,0,2016,DOD,
416,"U. Alaska, Anchorage",38000,0,36000,0,0,0,0,0,0,2000,0,2016,DOD,
417,Colorado C.,37000,0,0,0,37000,0,0,0,0,0,0,2016,DOD,
418,"Purdue U., Calumet",33000,33000,0,0,0,0,0,0,0,0,0,2016,DOD,
418,"St. John's U., Manhattan",33000,0,0,0,0,33000,0,0,0,0,0,2016,DOD,
418,U. North Florida,33000,0,0,0,0,0,0,0,0,33000,0,2016,DOD,
421,Christopher Newport U.,30000,0,30000,0,0,0,0,0,0,0,0,2016,DOD,
421,Oberlin C.,30000,0,0,0,30000,0,0,0,0,0,0,2016,DOD,
423,Hope C.,28000,0,0,0,0,0,0,0,0,28000,0,2016,DOD,
423,Western New England U.,28000,0,0,0,0,0,0,0,0,28000,0,2016,DOD,
425,Stephen F. Austin State U.,27000,26000,0,0,0,0,0,0,0,0,1000,2016,DOD,
426,"California State U., Chico",26000,0,21000,5000,0,0,0,0,0,0,0,2016,DOD,
427,"Indiana U.-Purdue U., Fort Wayne",24000,2000,0,18000,0,0,0,0,0,4000,0,2016,DOD,
427,St. Cloud State U.,24000,5000,1000,17000,0,1000,0,0,0,0,0,2016,DOD,
429,Saint Joseph's U.,21000,0,0,0,0,0,0,21000,0,0,0,2016,DOD,
430,Calvin C.,20000,0,0,0,20000,0,0,0,0,0,0,2016,DOD,
430,Claremont McKenna C.,20000,0,0,0,20000,0,0,0,0,0,0,2016,DOD,
430,Williams C.,20000,0,0,0,0,20000,0,0,0,0,0,2016,DOD,
433,U. Wisconsin-La Crosse,19000,0,0,9000,0,0,0,10000,0,0,0,2016,DOD,
434,Long Island U.,18000,0,0,18000,0,0,0,0,0,0,0,2016,DOD,
434,Northeast Ohio Medical U.,18000,0,0,18000,0,0,0,0,0,0,0,2016,DOD,
434,U. South Dakota,18000,0,0,18000,0,0,0,0,0,0,0,2016,DOD,
437,DePaul U.,14000,14000,0,0,0,0,0,0,0,0,0,2016,DOD,
437,Skidmore C.,14000,14000,0,0,0,0,0,0,0,0,0,2016,DOD,
439,C. Charleston,13000,0,0,13000,0,0,0,0,0,0,0,2016,DOD,
440,"Eastern New Mexico U., Portales",12000,0,0,0,0,0,0,12000,0,0,0,2016,DOD,
441,Fairfield U.,11000,0,0,0,0,11000,0,0,0,0,0,2016,DOD,
442,U. of the Pacific,9000,9000,0,0,0,0,0,0,0,0,0,2016,DOD,
443,Franklin and Marshall C.,8000,0,0,8000,0,0,0,0,0,0,0,2016,DOD,
444,Florida Gulf Coast U.,7000,0,0,0,0,0,0,0,0,7000,0,2016,DOD,
445,"U. Illinois, Springfield",5000,0,0,0,0,0,0,0,0,0,5000,2016,DOD,
446,Augsburg C.,2000,0,0,0,0,2000,0,0,0,0,0,2016,DOD,
446,Central Washington U.,2000,0,0,0,0,0,0,2000,0,0,0,2016,DOD,
446,Murray State U.,2000,0,0,0,0,0,0,0,0,0,2000,2016,DOD,
446,New York Institute of Technology,2000,2000,0,0,0,0,0,0,0,0,0,2016,DOD,
450,Hamilton C.,1000,1000,0,0,0,0,0,0,0,0,0,2016,DOD,
,All institutions,5635977000,609108000,244248000,1043241000,106129000,519277000,58549000,79580000,83356000,2810162000,82327000,2017,DOD,
1,Johns Hopkins U.,1097143000,119379000,10029000,47262000,48740000,90372000,753000,7880000,55073000,717655000,0,2017,DOD,
2,Georgia Institute of Technology,390099000,78753000,490000,464000,91000,3710000,1191000,237000,0,304847000,316000,2017,DOD,
3,"Pennsylvania State U., University Park and Hershey Medical Center",213104000,23932000,4742000,5126000,6307000,12821000,580000,1027000,0,154622000,3947000,2017,DOD,
4,Uniformed Services U. of the Health Sciences,176652000,0,0,168572000,0,0,8080000,0,0,0,0,2017,DOD,
5,"U. Texas, Austin",139457000,27642000,118000,3137000,436000,24217000,266000,1000,0,82228000,1412000,2017,DOD,
6,Massachusetts Institute of Technology,134215000,16218000,2843000,6093000,768000,6497000,205000,494000,739000,99332000,1026000,2017,DOD,
7,"U. California, San Diego",92171000,720000,52463000,13711000,632000,5589000,597000,2880000,0,15315000,264000,2017,DOD,
8,"U. Washington, Seattle",91511000,3018000,22685000,33386000,1039000,3113000,153000,419000,0,27215000,483000,2017,DOD,
9,U. Southern California,86429000,62963000,310000,6586000,54000,2356000,362000,174000,0,11532000,2092000,2017,DOD,
10,Stanford U.,85205000,11301000,616000,26915000,407000,15190000,1010000,516000,0,28857000,393000,2017,DOD,
11,"U. Maryland, College Park",84484000,14075000,162000,4484000,718000,17715000,4128000,13747000,265000,27697000,1493000,2017,DOD,
12,"U. Michigan, Ann Arbor",80926000,153000,118000,17138000,739000,6163000,404000,3383000,0,52823000,5000,2017,DOD,
13,Harvard U.,76389000,1156000,1144000,25247000,526000,13861000,24000,1642000,0,32789000,0,2017,DOD,
14,Utah State U.,71401000,0,0,284000,0,168000,19000,221000,0,70709000,0,2017,DOD,
15,U. Dayton,69286000,734000,0,7000,0,1524000,0,0,5000,66809000,207000,2017,DOD,
16,Carnegie Mellon U.,62667000,38229000,0,0,245000,1044000,1043000,1720000,584000,19802000,0,2017,DOD,
17,Duke U.,59601000,1147000,2999000,29181000,1697000,1003000,0,854000,0,22622000,98000,2017,DOD,
18,"Colorado State U., Fort Collins",58816000,732000,51358000,3674000,686000,732000,28000,0,0,1606000,0,2017,DOD,
19,U. Pennsylvania,55373000,6457000,400000,21482000,394000,1189000,6128000,5768000,0,13045000,510000,2017,DOD,
20,"U. Illinois, Urbana-Champaign",49456000,5815000,359000,3751000,41000,5771000,407000,322000,1000,32150000,839000,2017,DOD,
21,"U. Pittsburgh, Pittsburgh",46573000,430000,341000,33178000,27000,5080000,0,29000,1785000,5634000,69000,2017,DOD,
22,"U. Hawaii, Manoa",45946000,11166000,16104000,1856000,38000,2710000,0,0,2972000,11029000,71000,2017,DOD,
23,Naval Postgraduate School,43906000,3502000,4457000,369000,2304000,5577000,0,3824000,3087000,15950000,4836000,2017,DOD,
24,Columbia U. in the City of New York,43568000,9199000,1605000,14963000,1134000,2814000,0,677000,0,12230000,946000,2017,DOD,
25,Virginia Polytechnic Institute and State U.,42806000,3260000,0,4859000,230000,1817000,0,623000,0,31901000,116000,2017,DOD,
26,"Purdue U., West Lafayette",40474000,2290000,0,1609000,391000,2683000,527000,948000,0,31007000,1019000,2017,DOD,
27,U.S. Air Force Academy,39077000,209000,0,0,0,2105000,0,401000,0,31349000,5013000,2017,DOD,
28,"U. Alabama, Huntsville",38982000,19560000,42000,0,0,1015000,0,2158000,0,16100000,107000,2017,DOD,
29,"U. California, Berkeley",38489000,302000,143000,2699000,604000,10132000,321000,62000,837000,23349000,40000,2017,DOD,
30,Northwestern U.,37140000,200000,0,8679000,0,12044000,1096000,0,1274000,12947000,900000,2017,DOD,
31,"U. California, Los Angeles",36958000,2040000,457000,7389000,4572000,5631000,1609000,995000,592000,12885000,788000,2017,DOD,
32,Cornell U.,34489000,3464000,203000,7455000,34000,8140000,542000,805000,0,13844000,2000,2017,DOD,
33,U. Central Florida,33881000,12413000,84000,426000,6000,14704000,1371000,135000,0,4285000,457000,2017,DOD,
34,U. Colorado Boulder,33301000,3065000,1153000,2989000,348000,9593000,826000,0,95000,15172000,60000,2017,DOD,
35,California Institute of Technology,33045000,4127000,290000,1359000,0,13053000,0,0,0,14216000,0,2017,DOD,
36,"U. California, Santa Barbara",32998000,3002000,132000,766000,50000,6802000,72000,0,0,21114000,1060000,2017,DOD,
37,"SUNY, U. Buffalo",32266000,0,96000,3806000,190000,794000,0,0,0,27380000,0,2017,DOD,
38,"SUNY, Polytechnic Institute",31509000,0,0,35000,0,0,0,0,0,31474000,0,2017,DOD,
39,Ohio State U.,31140000,1393000,268000,4968000,427000,4008000,340000,69000,161000,19220000,286000,2017,DOD,
40,Princeton U.,30085000,2725000,500000,1897000,1132000,5298000,0,310000,0,18089000,134000,2017,DOD,
41,Woods Hole Oceanographic Institution,29637000,0,13306000,0,0,0,0,0,0,16331000,0,2017,DOD,
42,North Carolina State U.,28753000,2472000,449000,1128000,1009000,1194000,157000,13000,9590000,12424000,317000,2017,DOD,
43,Yale U.,28102000,2693000,139000,8515000,352000,9177000,254000,157000,0,6128000,687000,2017,DOD,
44,Arizona State U.,28071000,3040000,137000,4245000,548000,1608000,583000,476000,537000,15123000,1774000,2017,DOD,
45,Vanderbilt U. and Vanderbilt U. Medical Center,27566000,0,284000,11317000,0,646000,1000,0,0,15318000,0,2017,DOD,
46,U. Wisconsin-Madison,26672000,1922000,922000,7701000,342000,7124000,5000,419000,550000,7579000,108000,2017,DOD,
47,U. Florida,26461000,1343000,42000,8150000,153000,1073000,376000,119000,0,15079000,126000,2017,DOD,
48,"U. Alabama, Birmingham",26393000,0,8000,8733000,0,1441000,1343000,0,0,14868000,0,2017,DOD,
49,"U. Virginia, Charlottesville",25008000,2998000,449000,2958000,0,7675000,165000,391000,0,10372000,0,2017,DOD,
50,Air Force Institute of Technology,24955000,940000,1905000,0,362000,3157000,0,0,0,18561000,30000,2017,DOD,
51,New Mexico State U.,24804000,0,87000,3409000,0,12055000,0,0,0,9253000,0,2017,DOD,
52,U. Notre Dame,24039000,1346000,0,943000,245000,641000,154000,1000,329000,20380000,0,2017,DOD,
53,"U. Minnesota, Twin Cities",23937000,966000,0,7415000,1429000,1966000,65000,75000,0,10829000,1192000,2017,DOD,
54,U. Utah,23931000,0,156000,6579000,611000,4582000,2042000,324000,0,4244000,5393000,2017,DOD,
55,Wright State U.,22895000,615000,0,936000,44000,1030000,767000,0,0,19503000,0,2017,DOD,
56,Wake Forest U.,22580000,47000,0,22432000,1000,100000,0,0,0,0,0,2017,DOD,
57,U. Arizona,22576000,1288000,217000,6758000,159000,2423000,327000,296000,0,10754000,354000,2017,DOD,
58,"U. California, San Francisco",21515000,0,0,19525000,0,1990000,0,0,0,0,0,2017,DOD,
59,U. Chicago,21356000,816000,0,4155000,735000,10766000,474000,1358000,0,3052000,0,2017,DOD,
60,U. Miami,20501000,0,6477000,10795000,0,361000,910000,0,0,1958000,0,2017,DOD,
61,"Indiana U., Bloomington",19768000,1655000,16000,16713000,163000,279000,555000,301000,0,0,86000,2017,DOD,
62,Rice U.,19569000,5668000,0,678000,186000,3004000,95000,0,0,9938000,0,2017,DOD,
