Rank,Institution,All R&D expenditures,Computer and information sciences,"Geosciences, atmospheric sciences, and ocean sciences",Life sciences,Mathematics and statistics,Physical sciences,Psychology,Social sciences,Sciences nec,Engineering,All non-S&E fields,FundsSource,State,system,HBC,HHE,year
92,Michigan State U.,10509000,415000,0,5169000,7000,306000,30000,147000,81000,2921000,1433000,Business,Michigan,Public,No,No,2016
38,Michigan State U.,310225000,5338000,1434000,127276000,5122000,119113000,4708000,7225000,1291000,22862000,15856000,FedGovFunds,Michigan,Public,No,No,2016
15,Michigan State U.,218331000,8553000,1345000,105056000,3965000,44567000,3575000,10826000,10129000,14445000,15870000,InstitutionalFunds,Michigan,Public,No,No,2016
75,Michigan State U.,16765000,103000,78000,9424000,681000,311000,671000,973000,479000,328000,3717000,Nonprofit,Michigan,Public,No,No,2016
27,Michigan State U.,40247000,0,0,34842000,0,0,19000,906000,163000,3346000,971000,StateLocalGov,Michigan,Public,No,No,2016
32,Stanford U.,16858000,420000,252000,9581000,0,2018000,18000,543000,0,2925000,1101000,AllOther,California,Private,No,No,2016
6,Stanford U.,99469000,4773000,6335000,61738000,0,7662000,71000,300000,0,18194000,396000,Business,California,Private,No,No,2016
4,Stanford U.,694693000,18126000,8194000,452230000,6576000,76895000,10076000,6971000,0,89510000,26115000,FedGovFunds,California,Private,No,No,2016
59,Stanford U.,105607000,1004000,1373000,71298000,370000,6463000,2843000,4455000,0,8627000,9174000,InstitutionalFunds,California,Private,No,No,2016
7,Stanford U.,115086000,935000,1113000,73560000,554000,7176000,4106000,6116000,0,4741000,16785000,Nonprofit,California,Private,No,No,2016
34,Stanford U.,34556000,0,35000,32107000,0,330000,101000,0,0,1636000,347000,StateLocalGov,California,Private,No,No,2016
33,"U. Texas Health Science Center, Houston",16647000,0,0,16647000,0,0,0,0,0,0,0,AllOther,Texas,Public,No,No,2016
81,"U. Texas Health Science Center, Houston",11565000,0,0,11565000,0,0,0,0,0,0,0,Business,Texas,Public,No,No,2016
94,"U. Texas Health Science Center, Houston",121098000,0,0,121098000,0,0,0,0,0,0,0,FedGovFunds,Texas,Public,No,No,2016
150,"U. Texas Health Science Center, Houston",28503000,0,0,28503000,0,0,0,0,0,0,0,InstitutionalFunds,Texas,Public,No,No,2016
64,"U. Texas Health Science Center, Houston",20535000,0,0,20535000,0,0,0,0,0,0,0,Nonprofit,Texas,Public,No,No,2016
30,"U. Texas Health Science Center, Houston",38668000,0,0,38668000,0,0,0,0,0,0,0,StateLocalGov,Texas,Public,No,No,2016
34,U. Kentucky,16354000,72000,146000,12933000,18000,9000,107000,78000,370000,1281000,1340000,AllOther,Kentucky,Public (Kentucky Council on Postsecondary Education),No,No,2016
78,U. Kentucky,12063000,0,227000,10054000,0,38000,1000,0,189000,1554000,0,Business,Kentucky,Public (Kentucky Council on Postsecondary Education),No,No,2016
77,U. Kentucky,154559000,1211000,856000,105798000,595000,6156000,3618000,972000,7040000,26462000,1851000,FedGovFunds,Kentucky,Public (Kentucky Council on Postsecondary Education),No,No,2016
60,U. Kentucky,105167000,1590000,1097000,70603000,199000,1680000,1131000,420000,9493000,15211000,3743000,InstitutionalFunds,Kentucky,Public (Kentucky Council on Postsecondary Education),No,No,2016
80,U. Kentucky,15893000,17000,116000,13507000,16000,363000,160000,0,286000,895000,533000,Nonprofit,Kentucky,Public (Kentucky Council on Postsecondary Education),No,No,2016
23,U. Kentucky,45625000,0,230000,37730000,0,8000,0,86000,309000,5363000,1899000,StateLocalGov,Kentucky,Public (Kentucky Council on Postsecondary Education),No,No,2016
35,"U. Michigan, Ann Arbor",15759000,0,79000,8848000,185000,530000,0,1402000,0,4268000,447000,AllOther,Michigan,Public,No,No,2016
13,"U. Michigan, Ann Arbor",69932000,73000,214000,39074000,91000,688000,322000,2573000,0,26663000,234000,Business,Michigan,Public,No,No,2016
3,"U. Michigan, Ann Arbor",786749000,3169000,7192000,430022000,7138000,34101000,10994000,86171000,972000,200321000,6669000,FedGovFunds,Michigan,Public,No,No,2016
1,"U. Michigan, Ann Arbor",503955000,4320000,5928000,264692000,10473000,18661000,9386000,65495000,977000,55869000,68154000,InstitutionalFunds,Michigan,Public,No,No,2016
21,"U. Michigan, Ann Arbor",56625000,600000,109000,41362000,488000,888000,695000,4551000,0,4493000,3439000,Nonprofit,Michigan,Public,No,No,2016
156,"U. Michigan, Ann Arbor",3428000,0,0,656000,30000,0,0,62000,87000,2316000,277000,StateLocalGov,Michigan,Public,No,No,2016
36,"SUNY, U. Buffalo",15279000,76000,6000,13746000,1000,296000,19000,200000,0,519000,416000,AllOther,New York,Public,No,No,2016
51,"SUNY, U. Buffalo",22808000,84000,0,12534000,0,190000,0,12000,0,9649000,339000,Business,New York,Public,No,No,2016
68,"SUNY, U. Buffalo",182883000,7200000,2130000,107002000,455000,8251000,2911000,2273000,0,49873000,2788000,FedGovFunds,New York,Public,No,No,2016
52,"SUNY, U. Buffalo",112844000,5574000,1113000,72698000,397000,4591000,1336000,5565000,1111000,18007000,2452000,InstitutionalFunds,New York,Public,No,No,2016
62,"SUNY, U. Buffalo",20893000,20000,3000,10165000,4000,98000,0,273000,0,1889000,8441000,Nonprofit,New York,Public,No,No,2016
33,"SUNY, U. Buffalo",34862000,360000,73000,16256000,0,107000,0,1097000,398000,14746000,1825000,StateLocalGov,New York,Public,No,No,2016
37,West Virginia U.,14904000,174000,528000,10416000,7000,221000,7000,270000,1000,1475000,1805000,AllOther,West Virginia,Public (West Virginia Higher Education Policy Commission),No,No,2016
97,West Virginia U.,10213000,0,101000,8469000,0,19000,15000,0,0,1545000,64000,Business,West Virginia,Public (West Virginia Higher Education Policy Commission),No,No,2016
124,West Virginia U.,72751000,299000,7986000,38432000,730000,6095000,630000,1011000,304000,14826000,2438000,FedGovFunds,West Virginia,Public (West Virginia Higher Education Policy Commission),No,No,2016
93,West Virginia U.,61303000,127000,2965000,34306000,370000,2869000,444000,2258000,124000,14599000,3241000,InstitutionalFunds,West Virginia,Public (West Virginia Higher Education Policy Commission),No,No,2016
189,West Virginia U.,1928000,0,81000,1111000,22000,97000,17000,7000,0,226000,367000,Nonprofit,West Virginia,Public (West Virginia Higher Education Policy Commission),No,No,2016
78,West Virginia U.,11378000,0,1429000,9354000,0,174000,0,0,83000,277000,61000,StateLocalGov,West Virginia,Public (West Virginia Higher Education Policy Commission),No,No,2016
38,U. Central Florida,14544000,345000,284000,212000,0,385000,17000,684000,0,12278000,339000,AllOther,Florida,Public (State U. Florida Board of Governors),No,Yes,2016
80,U. Central Florida,11816000,1303000,1232000,431000,69000,971000,0,76000,0,4149000,3585000,Business,Florida,Public (State U. Florida Board of Governors),No,Yes,2016
112,U. Central Florida,87417000,15242000,5256000,8893000,494000,19798000,2252000,2672000,0,25758000,7052000,FedGovFunds,Florida,Public (State U. Florida Board of Governors),No,Yes,2016
47,U. Central Florida,115355000,2730000,2995000,12871000,3814000,9141000,2712000,12619000,3499000,24095000,40879000,InstitutionalFunds,Florida,Public (State U. Florida Board of Governors),No,Yes,2016
149,U. Central Florida,3800000,98000,13000,2068000,11000,8000,0,349000,0,642000,611000,Nonprofit,Florida,Public (State U. Florida Board of Governors),No,Yes,2016
85,U. Central Florida,9376000,255000,95000,3014000,0,227000,0,1033000,0,2479000,2273000,StateLocalGov,Florida,Public (State U. Florida Board of Governors),No,Yes,2016
39,"U. California, Riverside",14445000,909000,886000,8158000,26000,1488000,466000,147000,761000,1387000,217000,AllOther,California,Public,No,Yes,2016
113,"U. California, Riverside",7492000,256000,72000,3338000,0,387000,11000,67000,0,3361000,0,Business,California,Public,No,Yes,2016
127,"U. California, Riverside",70489000,4434000,4295000,29392000,681000,14788000,2814000,783000,131000,12606000,565000,FedGovFunds,California,Public,No,Yes,2016
108,"U. California, Riverside",46724000,341000,3172000,32212000,244000,1036000,174000,2061000,1014000,3566000,2904000,InstitutionalFunds,California,Public,No,Yes,2016
121,"U. California, Riverside",6987000,129000,20000,2392000,16000,273000,216000,539000,25000,2369000,1008000,Nonprofit,California,Public,No,Yes,2016
112,"U. California, Riverside",6096000,0,442000,2115000,0,0,0,429000,10000,2829000,271000,StateLocalGov,California,Public,No,Yes,2016
40,Duke U.,13749000,0,463000,9850000,144000,214000,224000,1256000,0,959000,639000,AllOther,North Carolina,Private,No,No,2016
1,Duke U.,232793000,5000,23000,230195000,0,123000,6000,228000,0,1368000,845000,Business,North Carolina,Private,No,No,2016
11,Duke U.,575521000,4778000,7572000,452815000,8478000,15290000,5102000,18946000,0,61757000,783000,FedGovFunds,North Carolina,Private,No,No,2016
38,Duke U.,145698000,434000,1498000,118963000,1520000,3165000,941000,4435000,0,9011000,5731000,InstitutionalFunds,North Carolina,Private,No,No,2016
11,Duke U.,87886000,54000,658000,76953000,96000,282000,723000,3735000,0,1651000,3734000,Nonprofit,North Carolina,Private,No,No,2016
416,Duke U.,131000,0,0,54000,0,0,0,77000,0,0,0,StateLocalGov,North Carolina,Private,No,No,2016
41,U. Notre Dame,13042000,104000,0,1041000,101000,1061000,95000,1614000,1409000,2140000,5477000,AllOther,Indiana,Private,No,No,2016
128,U. Notre Dame,5832000,397000,0,596000,2000,351000,0,0,42000,4201000,243000,Business,Indiana,Private,No,No,2016
114,U. Notre Dame,87129000,4852000,0,11626000,2816000,26230000,3485000,1479000,700000,34682000,1259000,FedGovFunds,Indiana,Private,No,No,2016
82,U. Notre Dame,76045000,3777000,0,9383000,1424000,12968000,1778000,2679000,4726000,28122000,11188000,InstitutionalFunds,Indiana,Private,No,No,2016
68,U. Notre Dame,19475000,154000,0,5658000,76000,611000,629000,1324000,1667000,494000,8862000,Nonprofit,Indiana,Private,No,No,2016
295,U. Notre Dame,693000,25000,0,154000,0,190000,8000,1000,0,315000,0,StateLocalGov,Indiana,Private,No,No,2016
42,Oregon State U.,12801000,71000,1099000,9637000,0,33000,141000,66000,717000,1037000,0,AllOther,Oregon,Public,No,No,2016
100,Oregon State U.,9349000,71000,835000,4143000,0,89000,18000,58000,52000,4083000,0,Business,Oregon,Public,No,No,2016
75,Oregon State U.,158142000,6244000,40711000,59894000,705000,3455000,811000,2885000,12529000,29203000,1705000,FedGovFunds,Oregon,Public,No,No,2016
156,Oregon State U.,25570000,531000,2139000,16378000,10000,257000,65000,625000,1402000,4163000,0,InstitutionalFunds,Oregon,Public,No,No,2016
183,Oregon State U.,2071000,192000,197000,1049000,123000,40000,0,36000,18000,387000,29000,Nonprofit,Oregon,Public,No,No,2016
22,Oregon State U.,46342000,0,754000,36912000,479000,1406000,0,1394000,280000,5117000,0,StateLocalGov,Oregon,Public,No,No,2016
43,Georgetown U.,11848000,6000,77000,4669000,9000,9000,0,1823000,0,0,5255000,AllOther,District of Columbia,Private,No,No,2016
94,Georgetown U.,10405000,0,0,10016000,1000,24000,0,0,0,0,364000,Business,District of Columbia,Private,No,No,2016
116,Georgetown U.,83827000,1696000,0,71609000,153000,3374000,984000,5003000,0,0,1008000,FedGovFunds,District of Columbia,Private,No,No,2016
103,Georgetown U.,52837000,1311000,0,31671000,90000,1883000,347000,5912000,0,0,11623000,InstitutionalFunds,District of Columbia,Private,No,No,2016
56,Georgetown U.,22671000,50000,0,7103000,0,369000,491000,11854000,0,0,2804000,Nonprofit,District of Columbia,Private,No,No,2016
190,Georgetown U.,2200000,0,0,1718000,0,0,0,482000,0,0,0,StateLocalGov,District of Columbia,Private,No,No,2016
44,Utah State U.,11793000,26000,0,9112000,0,563000,0,25000,0,2054000,13000,AllOther,Utah,Public (Utah System of Higher Education),No,No,2016
131,Utah State U.,5636000,2031000,233000,1181000,0,133000,36000,20000,0,1997000,5000,Business,Utah,Public (Utah System of Higher Education),No,No,2016
91,Utah State U.,125661000,1116000,1586000,27481000,345000,2490000,3130000,710000,0,88123000,680000,FedGovFunds,Utah,Public (Utah System of Higher Education),No,No,2016
179,Utah State U.,18137000,1519000,397000,8952000,217000,757000,1742000,418000,0,3265000,870000,InstitutionalFunds,Utah,Public (Utah System of Higher Education),No,No,2016
366,Utah State U.,281000,0,0,132000,2000,2000,41000,1000,0,87000,16000,Nonprofit,Utah,Public (Utah System of Higher Education),No,No,2016
57,Utah State U.,19082000,267000,0,14220000,13000,20000,657000,165000,0,3564000,176000,StateLocalGov,Utah,Public (Utah System of Higher Education),No,No,2016
45,Albert Einstein C. of Medicine,11249000,0,0,11249000,0,0,0,0,0,0,0,AllOther,New York,Private,No,No,2016
148,Albert Einstein C. of Medicine,4303000,0,0,4303000,0,0,0,0,0,0,0,Business,New York,Private,No,No,2016
65,Albert Einstein C. of Medicine,188521000,0,0,188521000,0,0,0,0,0,0,0,FedGovFunds,New York,Private,No,No,2016
81,Albert Einstein C. of Medicine,76620000,0,0,76620000,0,0,0,0,0,0,0,InstitutionalFunds,New York,Private,No,No,2016
81,Albert Einstein C. of Medicine,15803000,0,0,15803000,0,0,0,0,0,0,0,Nonprofit,New York,Private,No,No,2016
133,Albert Einstein C. of Medicine,4413000,0,0,4413000,0,0,0,0,0,0,0,StateLocalGov,New York,Private,No,No,2016
46,"U. California, Santa Cruz",10922000,736000,2346000,1078000,1000,3714000,14000,720000,0,1769000,544000,AllOther,California,Public,No,Yes,2016
135,"U. California, Santa Cruz",5200000,546000,303000,528000,0,875000,26000,296000,18000,2551000,57000,Business,California,Public,No,Yes,2016
106,"U. California, Santa Cruz",95294000,1457000,10700000,15636000,291000,14109000,344000,1037000,220000,49857000,1643000,FedGovFunds,California,Public,No,Yes,2016
152,"U. California, Santa Cruz",27855000,302000,3872000,3812000,74000,10262000,151000,1655000,975000,4499000,2253000,InstitutionalFunds,California,Public,No,Yes,2016
104,"U. California, Santa Cruz",8973000,114000,2388000,1672000,0,1091000,224000,628000,337000,2061000,458000,Nonprofit,California,Public,No,Yes,2016
165,"U. California, Santa Cruz",2948000,0,1122000,451000,92000,0,0,89000,0,1194000,0,StateLocalGov,California,Public,No,Yes,2016
47,U. Colorado Denver and Anschutz Medical Campus,10672000,0,0,10012000,20000,0,0,8000,0,541000,91000,AllOther,Colorado,Public,No,No,2016
32,U. Colorado Denver and Anschutz Medical Campus,36608000,0,0,35888000,10000,27000,0,248000,0,428000,7000,Business,Colorado,Public,No,No,2016
40,U. Colorado Denver and Anschutz Medical Campus,298960000,217000,192000,284043000,630000,639000,1410000,187000,132000,2307000,9203000,FedGovFunds,Colorado,Public,No,No,2016
144,U. Colorado Denver and Anschutz Medical Campus,30007000,16000,17000,28498000,51000,50000,125000,75000,10000,420000,745000,InstitutionalFunds,Colorado,Public,No,No,2016
31,U. Colorado Denver and Anschutz Medical Campus,42155000,3000,10000,40863000,50000,25000,134000,341000,0,104000,625000,Nonprofit,Colorado,Public,No,No,2016
49,U. Colorado Denver and Anschutz Medical Campus,25303000,0,24000,22061000,0,0,191000,274000,0,2412000,341000,StateLocalGov,Colorado,Public,No,No,2016
48,Tulane U.,10171000,0,0,8997000,0,22000,0,1128000,0,0,24000,AllOther,Louisiana,Private,No,No,2016
133,Tulane U.,5338000,0,0,4343000,0,354000,0,80000,0,355000,206000,Business,Louisiana,Private,No,No,2016
111,Tulane U.,89087000,161000,1711000,77659000,1296000,3506000,765000,756000,0,3174000,59000,FedGovFunds,Louisiana,Private,No,No,2016
115,Tulane U.,43009000,64000,716000,23432000,698000,1782000,473000,2446000,0,1801000,11597000,InstitutionalFunds,Louisiana,Private,No,No,2016
88,Tulane U.,13470000,140000,351000,8722000,20000,122000,0,2700000,0,1232000,183000,Nonprofit,Louisiana,Private,No,No,2016
137,Tulane U.,4363000,0,3000,3580000,63000,419000,40000,91000,0,96000,71000,StateLocalGov,Louisiana,Private,No,No,2016
49,Johns Hopkins U.,9599000,59000,9000,8650000,0,90000,0,0,4000,787000,0,AllOther,Maryland,Private,No,No,2016
11,Johns Hopkins U.,75327000,224000,177000,69170000,4000,343000,0,106000,0,5303000,0,Business,Maryland,Private,No,No,2016
1,Johns Hopkins U.,2104653000,135644000,30987000,642503000,53795000,172102000,4278000,8242000,64825000,987721000,4556000,FedGovFunds,Maryland,Private,No,No,2016
64,Johns Hopkins U.,96513000,5337000,1397000,49049000,1544000,7199000,269000,279000,1905000,29534000,0,InstitutionalFunds,Maryland,Private,No,No,2016
3,Johns Hopkins U.,138981000,352000,905000,130033000,127000,2151000,387000,503000,201000,3212000,1110000,Nonprofit,Maryland,Private,No,No,2016
111,Johns Hopkins U.,6107000,405000,153000,5122000,40000,0,0,0,0,72000,315000,StateLocalGov,Maryland,Private,No,No,2016
50,Medical U. South Carolina,8989000,0,0,8989000,0,0,0,0,0,0,0,AllOther,South Carolina,Public,No,No,2016
63,Medical U. South Carolina,18426000,0,0,18426000,0,0,0,0,0,0,0,Business,South Carolina,Public,No,No,2016
93,Medical U. South Carolina,124212000,0,0,124212000,0,0,0,0,0,0,0,FedGovFunds,South Carolina,Public,No,No,2016
66,Medical U. South Carolina,94262000,0,0,94262000,0,0,0,0,0,0,0,InstitutionalFunds,South Carolina,Public,No,No,2016
99,Medical U. South Carolina,9743000,0,0,9743000,0,0,0,0,0,0,0,Nonprofit,South Carolina,Public,No,No,2016
